path,current_dwt,inferred_language,confidence,target_template,page_type,notes
torah-weave/Genesis/hebrew-genesis-unit-10/hebrew-genesis-unit-10.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-11/hebrew-genesis-unit-11.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-12/hebrew-genesis-unit-12.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-13/hebrew-genesis-unit-13.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-14/hebrew-genesis-unit-14.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-15/hebrew-genesis-unit-15.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-16/hebrew-genesis-unit-16.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-17/hebrew-genesis-unit-17.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-18/hebrew-genesis-unit-18.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-19/hebrew-genesis-unit-19.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-2/hebrew-genesis-unit-2.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-3/hebrew-genesis-unit-3.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-4/hebrew-genesis-unit-4.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-5/hebrew-genesis-unit-5.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-6/hebrew-genesis-unit-6.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-7/hebrew-genesis-unit-7.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-8/hebrew-genesis-unit-8.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Genesis/hebrew-genesis-unit-9/hebrew-genesis-unit-9.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-1/hebrew-leviticus-unit-1.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-10/hebrew-leviticus-unit-10.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-11/hebrew-leviticus-unit-11.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-12/hebrew-leviticus-unit-12.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-13/hebrew-leviticus-unit-13.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-14/hebrew-leviticus-unit-14.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-15/hebrew-leviticus-unit-15.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-16/hebrew-leviticus-unit-16.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-17/hebrew-leviticus-unit-17.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-18/hebrew-leviticus-unit-18.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-19/hebrew-leviticus-unit-19.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-2/hebrew-leviticus-unit-2.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-20/hebrew-leviticus-unit-20.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-21/hebrew-leviticus-unit-21.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-22/hebrew-leviticus-unit-22.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-3/hebrew-leviticus-unit-3.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-4/hebrew-leviticus-unit-4.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-5/hebrew-leviticus-unit-5.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-6/hebrew-leviticus-unit-6.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-7/hebrew-leviticus-unit-7.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-8/hebrew-leviticus-unit-8.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/hebrew-leviticus-unit-9/hebrew-leviticus-unit-9.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Leviticus/leviticus-analysis/architecture-and-meaning-in-leviticus.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Leviticus/leviticus-analysis/leviticus-map.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Leviticus/leviticus-analysis/overview.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Leviticus/leviticus-analysis/the-three-rows.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Leviticus/leviticus-analysis/units-of-leviticus.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-analysis,
torah-weave/Leviticus/leviticus-map/leviticus-map.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-map,
torah-weave/Leviticus/leviticus-unit-1/leviticus-unit-1-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Leviticus/leviticus-unit-1/leviticus-unit-1.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-10/leviticus-unit-10.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-11/leviticus-unit-11.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-12/leviticus-unit-12.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-13/leviticus-unit-13.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-14/leviticus-unit-14.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-15/leviticus-unit-15.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-16/leviticus-unit-16.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-17/leviticus-unit-17.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-18/leviticus-unit-18.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-19/leviticus-unit-19.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-2/leviticus-unit-2-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Leviticus/leviticus-unit-2/leviticus-unit-2.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-20/leviticus-unit-20.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-21/leviticus-unit-21.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-22/leviticus-unit-22-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Leviticus/leviticus-unit-22/leviticus-unit-22.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-3/leviticus-unit-3-commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-commentary,
torah-weave/Leviticus/leviticus-unit-3/leviticus-unit-3.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-4/leviticus-unit-4.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-5/leviticus-unit-5.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-6/leviticus-unit-6.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-7/leviticus-unit-7.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-8/leviticus-unit-8.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Leviticus/leviticus-unit-9/leviticus-unit-9.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/hebrew-numbers-unit-1/hebrew-numbers-unit-1.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-10/hebrew-numbers-unit-10.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-11/hebrew-numbers-unit-11.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-12/hebrew-numbers-unit-12.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-13/hebrew-numbers-unit-13.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-2/hebrew-numbers-unit-2.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-3/hebrew-numbers-unit-3.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-4/hebrew-numbers-unit-4.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-5/hebrew-numbers-unit-5.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-6/hebrew-numbers-unit-6.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-7/hebrew-numbers-unit-7.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-8/hebrew-numbers-unit-8.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/hebrew-numbers-unit-9/hebrew-numbers-unit-9.html,Academic-Content-DWT.dwt,he,high,Academic-Content-HE,torah-unit-hebrew,
torah-weave/Numbers/numbers-map/numbers-map.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,book-map,
torah-weave/Numbers/numbers-unit-1/numbers-unit-1.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-10/numbers-unit-10.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-11/numbers-unit-11.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-12/numbers-unit-12.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-13/numbers-unit-13.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-2/numbers-unit-2.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-3/numbers-unit-3.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-4/numbers-unit-4.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-5/numbers-unit-5.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-6/numbers-unit-6.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-7/numbers-unit-7.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-8/numbers-unit-8.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/Numbers/numbers-unit-9/numbers-unit-9.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-unit-text,
torah-weave/The-Sixth-Book-of-theTorah.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/Woven-Torah-Method.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/bible-contradictions-explained.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/book-of-numbers-camp-map.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/cain-and-abel-two-fathers.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/commentary.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/data/index.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,,
torah-weave/documentary-hypothesis-alternative.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/introduction/decalogue-presentation/decalogue-woven-code.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,introduction,
torah-weave/introduction/hidden-matrix.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,introduction,
torah-weave/introduction/woven-torah-slides/index.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,introduction,
torah-weave/leviticus-19-ark-at-the-center.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/overview.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/six-days-of-creation-picture.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/ten-commandments-two-tablets.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/ten-plagues-creation-in-reverse.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/who-wrote-the-bible-theories-compared.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/why-two-names-for-god.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
torah-weave/yhwh-and-elohim-two-names.html,Academic-Content-DWT.dwt,en,high,Academic-Content-EN,torah-weave-nav,
